Laboratory_ id,Sample_id,Lake,Fish_species_common_name,Fish_species_latin_name,Site_name_or_number,Date_fish_sampled,Gutted_ashed_fish_mass_in_grams,Gutted_fresh_fish_mass_in_grams,Ratio_of_wet_fish_mass_to_ashed_fish_mass ,Li_mg_kg_quantitative,Be_<,Be_mg_kg_quantitative,Na_ICPOES_mg_kg_quantitative,Mg_ICPOES_mg_kg_quantitative,Al_<,Al_mg_kg_quantitative,P_ICPOES_mg_kg_quantitative,S_mg_kg_semi_quantitative,K_ICPOES_mg_kg_quantitative,Ca_ICPOES_mg_kg_quantitative,Ti_mg_kg_quantitative,Mn_mg_kg_quantitative,Fe_ICPOES_mg_kg_quantitative,Co_<,Co_mg_kg_quantitative,Ni_<,Ni_mg_kg_quantitative,Cu_mg_kg_quantitative,Zn_mg_kg_quantitative,Se_<,Se_mg_kg_quantitative,Br_<,Br_mg_kg_semi_quantitative,Rb_mg_kg_quantitative,Sr_mg_kg_quantitative,Y_mg_kg_semi_quantitative,Zr_<,Zr_mg_kg_semi_quantitative,Nb_<,Nb_mg_kg_semi_quantitative,Mo_<,Mo_mg_kg_quantitative,Rh_<,Rh_mg_kg_semi_quantitative,Pd_<,Pd_mg_kg_semi_quantitative,Cd_mg_kg_quantitative,Sn_<,Sn_mg_kg_semi_quantitative,Sb_<,Sb_mg_kg_quantitative,Cs_mg_kg_quantitative,Ba_mg_kg_quantitative,La_<,La_mg_kg_quantitative,Ce_<,Ce_mg_kg_quantitative,Pr_<,Pr_mg_kg_quantitative,Nd_<,Nd_mg_kg_semi_quantitative,Sm_<,Sm_mg_kg_semi_quantitative,Eu_<,Eu_mg_kg_semi_quantitative,Gd_<,Gd_mg_kg_semi_quantitative,Tb_<,Tb_mg_kg_semi_quantitative,Dy_<,Dy_mg_kg_semi_quantitative,Ho_<,Ho_mg_kg_semi_quantitative,Er_<,Er_mg_kg_semi_quantitative,W_<,W_mg_kg_quantitative,Tl_<,Tl_mg_kg_semi_quantitative,Pb_mg_kg_quantitative,U_<,U_mg_kg_quantitative
em06116x10,RCM67,Windermere South Basin,Perch,Perca fluviatillis,Lakeside,18/09/2013,1.48,35.52,24.0,2.53E-01,<,9.58E-04,5.46E+02,3.26E+02,,5.21E-01,7.08E+03,4.44E+02,2.46E+03,1.15E+04,2.81E+01,5.71E+00,6.42E+00,<,8.33E-05,<,8.33E-05,1.62E-01,1.39E+01,<,4.08E-03,,3.05E-01,5.75E+00,1.09E+01,5.44E-04,<,1.21E-03,,4.18E-05,,4.50E-03,,4.18E-05,,8.37E-05,5.54E-03,,2.26E-03,<,2.92E-04,2.00E-02,1.52E+00,,6.25E-04,,4.58E-04,,1.25E-04,,1.26E-04,,4.18E-05,,4.18E-05,,4.18E-05,<,4.17E-05,<,4.17E-05,<,4.17E-05,<,4.17E-05,<,5.42E-04,,2.64E-03,9.62E-03,,8.33E-05
em06117x10,RCM68,Windermere South Basin,Perch,Perca fluviatillis,Lakeside,18/09/2013,6.47,123.2,19.0,3.15E-01,<,1.21E-03,6.88E+02,3.61E+02,,1.11E-01,8.77E+03,3.70E+02,2.45E+03,1.52E+04,3.71E+01,1.96E+00,5.62E+00,<,1.05E-04,<,1.05E-04,1.71E-01,1.11E+01,,6.93E-03,,1.24E+00,6.41E+00,1.70E+01,3.16E-04,<,1.52E-03,<,4.77E-05,,4.04E-03,<,5.25E-05,<,5.25E-05,4.99E-03,,2.37E-03,<,3.68E-04,2.84E-02,2.33E+00,,2.10E-04,<,1.05E-04,<,1.05E-04,,1.58E-04,,5.26E-05,,5.26E-05,<,5.25E-05,<,5.25E-05,<,5.25E-05,<,5.25E-05,<,5.25E-05,<,6.83E-04,,4.58E-03,6.72E-03,<,5.25E-05
em06107x10,RCM69,Windermere South Basin,Perch,Perca fluviatillis,Lakeside,18/09/2013,8.54,153.66,18.0,1.17E-01,<,1.28E-03,8.00E+02,3.80E+02,,2.14E-01,9.23E+03,2.98E+02,2.56E+03,1.65E+04,3.77E+01,3.75E+00,6.28E+00,<,1.11E-04,<,1.11E-04,1.57E-01,1.34E+01,,1.40E-02,,1.45E+00,4.47E+00,2.02E+01,4.99E-04,,4.99E-04,<,5.03E-05,,3.83E-03,,5.55E-05,<,5.56E-05,1.12E-02,,2.05E-03,<,3.89E-04,2.18E-02,2.86E+00,,5.56E-04,,4.45E-04,<,1.11E-04,,3.88E-04,,1.66E-04,,5.55E-05,,5.55E-05,,5.55E-05,,5.55E-05,<,5.56E-05,<,5.56E-05,<,7.23E-04,,3.77E-03,2.29E-02,,5.56E-05
em06118x10,RCM70,Windermere North Basin,Pike,Esox lucius,Whitecross Bay,17/09/2012,13.08,741.3,56.7,4.99E-02,<,4.06E-04,3.72E+02,1.43E+02,,3.53E-01,3.00E+03,1.43E+02,1.18E+03,4.73E+03,1.16E+01,1.76E+00,2.93E+00,<,3.53E-05,<,3.53E-05,7.85E-02,1.08E+01,<,1.73E-03,,7.47E-01,2.54E+00,3.00E+00,3.51E-04,,1.76E-04,<,1.59E-05,,1.08E-03,<,1.76E-05,<,1.76E-05,1.80E-03,,4.74E-04,<,1.24E-04,1.73E-02,2.47E-01,,6.00E-04,,8.47E-04,,1.24E-04,,4.39E-04,,7.03E-05,,1.76E-05,,7.03E-05,,1.76E-05,,3.51E-05,,3.51E-05,<,1.76E-05,<,2.29E-04,,8.61E-04,9.97E-03,<,1.76E-05
em06119x10,RCM71,Derwent Water,Pike,Esox lucius,Site 3,05/09/2012,24.49,550.8,22.5,3.75E-01,<,1.02E-03,7.83E+02,3.42E+02,,2.71E-01,7.11E+03,3.84E+02,2.59E+03,1.18E+04,2.83E+01,1.40E+01,5.78E+00,<,8.89E-05,<,8.89E-05,1.51E-01,2.50E+01,,1.56E-02,,1.83E+00,1.03E+01,2.79E+01,4.87E-04,<,1.15E+00,<,4.01E-05,,1.73E-03,,4.43E-05,,1.77E-04,1.01E-02,,1.42E-03,<,3.11E-04,1.41E-01,5.51E-01,,1.02E-03,,1.11E-03,,1.33E-04,,5.31E-04,,8.85E-05,,4.43E-05,,4.43E-05,,4.43E-05,,4.43E-05,<,4.45E-05,<,4.45E-05,<,5.78E-04,,3.89E-03,6.89E-03,<,4.45E-05
em06120x10,RCM72,Windermere South Basin,Perch,Perca fluviatillis,Silver Holme (20m),18/09/2012,10.03,206.67,20.6,1.55E-01,<,1.12E-03,7.77E+02,3.64E+02,,3.11E-01,8.10E+03,3.90E+02,2.74E+03,1.37E+04,3.25E+01,4.78E+00,7.81E+00,<,9.71E-05,<,9.71E-05,2.49E-01,1.36E+01,<,4.76E-03,,1.79E+00,5.44E+00,1.56E+01,7.28E-04,<,1.40E-03,<,4.40E-05,,5.24E-03,<,4.85E-05,,1.94E-04,1.26E-02,,1.65E-01,<,3.40E-04,1.79E-02,1.76E+00,,7.28E-04,,7.77E-04,,1.46E-04,,4.37E-04,,4.85E-05,,4.85E-05,,1.46E-04,<,4.85E-05,,9.70E-05,<,4.85E-05,<,4.85E-05,<,6.31E-04,,2.72E-03,4.46E-03,<,4.85E-05
em06104x10,RCM73,Windermere South Basin,Perch,Perca fluviatillis,Rawlinsons Nab,18/09/2013,3.32,67.9,20.5,2.02E-01,<,1.12E-03,8.65E+02,3.84E+02,,4.15E-01,8.17E+03,4.19E+02,2.94E+03,1.33E+04,3.24E+01,2.78E+00,7.24E+00,<,9.78E-05,<,9.78E-05,2.41E-01,1.47E+01,,7.53E-03,,1.65E+00,5.33E+00,1.69E+01,3.41E-04,,3.90E-04,,9.76E-05,,6.26E-03,<,4.89E-05,,1.95E-04,1.50E-02,,2.98E-03,<,3.42E-04,2.00E-02,2.04E+00,,5.87E-04,,3.91E-04,<,9.78E-05,,1.46E-04,,4.88E-05,,4.88E-05,<,4.89E-05,<,4.89E-05,<,4.89E-05,<,4.89E-05,<,4.89E-05,<,6.36E-04,,3.02E-03,1.84E-02,,4.89E-05
em06004x10,RCM74,Windermere South Basin,Perch,Perca fluviatillis,Rawlinsons Nab,18/09/2013,7.31,161.5,22.1,7.51E-01,<,1.04E-03,7.60E+02,3.54E+02,,2.73E-01,7.47E+03,2.51E+02,2.74E+03,1.24E+04,2.93E+01,3.27E+00,6.16E+00,<,9.05E-05,<,9.05E-05,3.48E-01,1.29E+01,,1.54E-02,,1.28E+00,5.07E+00,1.54E+01,4.07E-04,,6.33E-04,,4.52E-05,,3.98E-03,,9.05E-05,,3.17E-04,1.26E-02,,2.49E-03,<,3.17E-04,1.90E-02,2.23E+00,,4.53E-04,,2.72E-04,<,9.05E-05,,4.52E-05,<,4.53E-05,,9.05E-05,,9.05E-05,<,4.53E-05,<,4.53E-05,<,4.53E-05,<,4.53E-05,<,5.88E-04,,3.17E-03,1.24E-02,<,4.53E-05
em05805x10,RCM75,Windermere North Basin,Perch,Perca fluviatillis,Whitecross Bay,17/09/2012,6.39,155.2,24.3,4.69E-01,<,9.47E-04,5.27E+02,3.27E+02,,2.35E-01,6.55E+03,2.89E+02,2.70E+03,1.06E+04,2.29E+01,1.75E+00,6.47E+00,<,8.24E-05,<,8.24E-05,2.87E-01,1.25E+01,,1.54E-02,,9.23E-01,5.60E+00,1.33E+01,2.89E-04,<,1.19E-03,<,3.74E-05,,4.49E-03,<,4.12E-05,,3.30E-04,2.26E-02,,1.81E-03,<,2.88E-04,2.70E-02,1.77E+00,,6.18E-04,,3.29E-04,,1.24E-04,,3.30E-04,,4.12E-05,,4.12E-05,,4.12E-05,<,4.12E-05,<,4.12E-05,<,4.12E-05,<,4.12E-05,<,5.35E-04,,3.59E-03,2.68E-02,,1.24E-04
em05806x10,RCM76,Windermere North Basin,Perch,Perca fluviatillis,Whitecross Bay,17/09/2012,7.16,154.9,21.6,1.47E-01,<,1.06E-03,6.79E+02,3.37E+02,,1.34E-01,6.93E+03,3.04E+02,2.73E+03,1.18E+04,2.56E+01,1.79E+00,4.56E+00,<,9.24E-05,<,9.24E-05,1.96E-01,1.13E+01,,2.17E-02,,1.68E+00,5.73E+00,1.32E+01,3.69E-04,,9.23E-05,<,4.19E-05,,4.02E-03,,4.62E-05,<,4.62E-05,1.19E-02,,1.25E-03,<,3.24E-04,2.74E-02,1.56E+00,,6.93E-04,,2.77E-04,,9.24E-05,,2.31E-04,<,4.62E-05,,4.62E-05,,4.62E-05,,4.62E-05,<,4.62E-05,<,4.62E-05,<,4.62E-05,<,6.01E-04,,5.35E-03,3.42E-03,,9.24E-05
em05807x10,RCM77,Windermere North Basin,Perch,Perca fluviatillis,Whitecross Bay,17/09/2012,2.44,50.34,20.6,3.20E-01,<,1.11E-03,6.16E+02,3.66E+02,,4.47E-01,8.48E+03,4.76E+02,2.40E+03,1.39E+04,2.67E+01,2.61E+00,4.55E+01,<,9.69E-05,<,9.69E-05,2.14E-01,1.34E+01,,2.47E-02,,7.53E-01,5.28E+00,1.33E+01,6.30E-04,,9.69E-05,,9.69E-05,,7.03E-03,<,4.85E-05,<,4.85E-05,1.07E-02,,1.27E-02,,2.57E-03,2.89E-02,1.95E+00,,1.02E-03,,5.82E-04,,1.45E-04,,6.30E-04,,4.84E-05,,4.84E-05,,1.94E-04,<,4.85E-05,,4.84E-05,<,4.85E-05,<,4.85E-05,,1.37E-02,,5.09E-03,2.54E-01,,4.85E-04
em05808x10,RCM78,Windermere North Basin,Perch,Perca fluviatillis,Whitecross Bay,17/09/2012,1.43,34.51,24.1,3.05E-01,<,9.53E-04,4.19E+02,3.48E+02,,3.53E-01,7.25E+03,3.84E+02,2.56E+03,1.13E+04,2.31E+01,5.51E+00,1.22E+01,<,8.29E-05,<,8.29E-05,2.07E-01,1.35E+01,,1.09E-02,,3.51E-01,4.72E+00,1.08E+01,3.73E-04,,1.24E-04,,4.15E-05,,4.72E-03,<,4.14E-05,,8.30E-05,1.47E-02,,1.08E-03,,2.90E-04,2.08E-02,1.31E+00,,8.70E-04,,4.97E-04,,1.66E-04,,2.90E-04,<,4.14E-05,,4.15E-05,,4.15E-05,<,4.14E-05,,8.30E-05,<,4.14E-05,<,4.14E-05,<,5.39E-04,,7.05E-03,2.37E-02,,2.07E-04
em05809x10,RCM79,Windermere South Basin,Perch,Perca fluviatillis,Rawlinsons Nab,18/09/2013,7.96,174.49,21.9,6.16E-02,<,1.05E-03,6.57E+02,3.31E+02,,1.49E-01,7.48E+03,2.88E+02,2.20E+03,1.26E+04,2.60E+01,3.70E+00,5.84E+00,<,9.12E-05,<,9.12E-05,1.68E-01,1.20E+01,,2.15E-02,,9.86E-01,5.61E+00,1.29E+01,4.09E-04,<,1.31E-03,,9.08E-05,,4.84E-03,,4.54E-05,<,4.56E-05,1.51E-02,,2.59E-03,,3.19E-04,2.00E-02,1.78E+00,,3.65E-04,<,9.12E-05,<,9.12E-05,,2.72E-04,,4.54E-05,,4.54E-05,,9.08E-05,<,4.56E-05,,4.54E-05,<,4.56E-05,<,4.56E-05,<,5.93E-04,,4.13E-03,5.84E-02,,2.28E-04
em05810x10,RCM80,Windermere South Basin,Perch,Perca fluviatillis,Rawlinsons Nab,18/09/2013,2.98,57.37,19.3,3.97E-01,<,1.19E-03,7.69E+02,3.81E+02,,6.70E-02,8.62E+03,2.20E+02,2.79E+03,1.41E+04,3.00E+01,1.96E+00,5.82E+00,<,1.04E-04,<,1.04E-04,2.57E-01,1.22E+01,<,5.09E-03,,1.08E+00,7.17E+00,1.52E+01,3.11E-04,<,1.49E-03,,5.18E-05,,4.99E-03,<,5.19E-05,<,5.19E-05,5.14E-03,,5.23E-03,<,3.64E-04,3.40E-02,1.78E+00,,1.56E-04,<,1.04E-04,<,1.04E-04,,1.04E-04,<,5.19E-05,<,5.19E-05,<,5.19E-05,<,5.19E-05,<,5.19E-05,<,5.19E-05,<,5.19E-05,<,6.75E-04,,7.25E-04,1.19E-02,,1.04E-04
em05811x10,RCM81,Windermere North Basin,Perch,Perca fluviatillis,Green Tuft Bay,17/09/2012,1.40,30.38,21.7,2.87E-01,<,1.06E-03,6.08E+02,3.54E+02,,7.33E-01,7.42E+03,2.36E+02,2.64E+03,1.21E+04,2.60E+01,5.85E+00,6.54E+00,<,9.22E-05,<,9.22E-05,2.11E-01,1.41E+01,,9.31E-03,,8.22E-01,5.44E+00,1.32E+01,7.81E-04,,1.38E-04,,4.60E-05,,6.08E-03,,4.60E-05,<,4.61E-05,1.38E-02,,4.32E-03,,6.91E-04,3.05E-02,1.77E+00,,1.98E-03,,1.94E-03,,3.69E-04,,1.01E-03,,1.38E-04,,9.19E-05,,2.76E-04,,4.60E-05,,1.38E-04,,4.60E-05,,4.60E-05,<,5.99E-04,,2.48E-03,2.84E-02,,2.76E-04
em05812x10,RCM82,Windermere North Basin,Perch,Perca fluviatillis,Green Tuft Bay,17/09/2012,2.54,55.22,21.7,2.32E-01,<,1.06E-03,5.15E+02,3.43E+02,,9.02E-01,7.18E+03,2.27E+02,2.58E+03,1.18E+04,2.30E+01,5.43E+00,1.53E+02,<,9.20E-05,<,9.20E-05,3.17E-01,1.28E+01,,2.35E-02,,9.84E-01,5.43E+00,1.31E+01,6.42E-04,<,1.32E-03,,9.18E-05,,3.28E-02,,4.59E-05,,4.59E-05,2.33E-02,,2.46E-02,,6.21E-03,3.61E-02,1.54E+00,,1.38E-03,,1.10E-03,,2.30E-04,,7.34E-04,,9.18E-05,,4.59E-05,,1.38E-04,,4.59E-05,,1.84E-04,<,4.60E-05,<,4.60E-05,,1.00E-01,,2.66E-03,7.96E-01,,2.44E-03
em05813x10,RCM83,Windermere North Basin,Perch,Perca fluviatillis,Green Tuft Bay,17/09/2012,11.55,246.09,21.3,4.20E-01,<,1.08E-03,6.05E+02,3.74E+02,,2.23E+00,7.79E+03,2.18E+02,2.82E+03,1.27E+04,2.78E+01,3.86E+00,1.08E+01,<,9.39E-05,<,9.39E-05,2.70E-01,1.18E+01,<,4.60E-03,,1.28E+00,7.27E+00,1.48E+01,2.49E-03,<,1.36E-03,,1.41E-04,,5.49E-03,<,4.69E-05,<,4.69E-05,1.89E-02,,2.40E-03,,3.94E-03,3.52E-02,2.22E+00,,4.60E-03,,6.52E-03,,9.86E-04,,2.73E-03,,7.06E-04,,1.88E-04,,6.12E-04,,9.41E-05,,4.24E-04,,9.41E-05,,1.88E-04,<,6.10E-04,,7.06E-04,8.26E-02,,1.88E-04
em05814x10,RCM84,Windermere North Basin,Perch,Perca fluviatillis,Rayrigg Bay,17/09/2012,1.61,31.63,19.6,2.01E-01,<,1.17E-03,6.46E+02,3.57E+02,,2.94E-01,8.30E+03,2.64E+02,2.55E+03,1.40E+04,3.19E+01,3.51E+00,8.20E+00,<,1.02E-04,<,1.02E-04,1.87E-01,1.26E+01,,5.45E-03,,1.51E+00,7.28E+00,1.44E+01,4.59E-04,,2.75E-03,,5.10E-05,,5.04E-03,<,5.09E-05,,5.10E-05,9.77E-03,,6.63E-04,<,3.56E-04,3.01E-02,2.19E+00,,8.65E-04,,3.05E-04,,1.53E-04,,4.59E-04,,5.10E-05,,5.10E-05,,1.02E-04,<,5.09E-05,,5.10E-05,<,5.09E-05,<,5.09E-05,<,6.62E-04,,3.01E-03,2.86E-02,,1.53E-04
em05815x10,RCM85,Windermere North Basin,Perch,Perca fluviatillis,Rayrigg Bay,17/09/2012,7.15,159.88,22.4,2.90E-01,<,1.03E-03,6.89E+02,3.27E+02,,1.61E-01,7.20E+03,2.23E+02,2.63E+03,1.18E+04,2.63E+01,2.38E+00,6.75E+00,<,8.94E-05,<,8.94E-05,2.25E-01,1.22E+01,<,4.38E-03,,1.75E+00,6.08E+00,1.56E+01,7.14E-04,<,1.29E-03,<,4.05E-05,,5.32E-03,,8.92E-05,,8.92E-05,1.42E-02,,2.41E-03,<,3.13E-04,2.72E-02,1.78E+00,,6.26E-04,,1.34E-04,<,8.94E-05,,1.78E-04,,8.92E-05,,4.46E-05,,4.46E-05,<,4.47E-05,<,4.47E-05,<,4.47E-05,<,4.47E-05,<,5.81E-04,<,4.47E-05,7.69E-03,<,4.47E-05
em05816x10,RCM86,Derwent Water,Vendace,Coregonus vandesius,Floating ,05/09/2012,0.03,1.54,51.3,2.34E+00,<,9.45E-03,3.23E+02,1.74E+02,<,2.47E-01,3.04E+03,1.96E+02,1.39E+03,4.71E+03,1.41E+01,3.82E+00,8.05E+00,,2.51E-03,,2.18E-01,2.84E-01,1.36E+01,<,4.03E-02,,4.24E-01,2.53E+00,3.29E+02,4.11E-04,<,1.19E-02,<,3.73E-04,<,2.05E-03,<,1.95E-05,<,1.95E-05,1.74E-02,,7.40E-03,<,2.88E-03,1.79E-02,4.48E-01,<,8.18E-04,<,8.18E-04,<,8.18E-04,,4.11E-04,,4.11E-04,<,1.95E-05,<,1.95E-05,<,1.95E-05,<,1.95E-05,<,1.95E-05,<,1.95E-05,<,5.34E-03,,1.23E-03,6.18E-02,<,4.09E-04
em06112x10,RCM63,Windermere South Basin,Brown trout,Salmo trutta,Floating,18/09/2012,2.95,111.57,37.8,8.12E-01,<,6.08E-04,6.45E+02,3.01E+02,,1.93E-01,4.47E+03,2.47E+02,3.46E+03,4.65E+03,1.61E+01,9.28E-01,7.11E+00,,5.02E-04,<,5.29E-05,5.95E-01,3.12E+01,<,2.59E-03,,5.33E-02,5.68E+00,4.44E+00,1.32E-04,<,7.60E-04,<,2.39E-05,,6.80E-03,<,2.64E-05,<,2.64E-05,1.15E-02,,2.76E-03,,2.64E-04,1.60E-02,3.09E-01,,1.32E-04,,1.06E-04,<,5.29E-05,<,2.64E-05,,2.63E-05,<,2.64E-05,<,2.64E-05,<,2.64E-05,<,2.64E-05,<,2.64E-05,<,2.64E-05,<,3.44E-04,,5.27E-05,8.62E-03,<,2.64E-05
em05817x10,RCM87,Derwent Water,Vendace,Coregonus vandesius,Floating,05/09/2012,0.54,21.01,38.9,3.57E-01,<,5.91E-04,3.75E+02,2.33E+02,,4.06E-01,3.93E+03,1.57E+02,1.87E+03,5.83E+03,1.43E+01,4.55E+00,6.73E+00,,4.01E-03,<,5.14E-05,2.85E-01,1.87E+01,,5.53E-03,,1.97E-01,5.24E+00,2.06E+01,4.35E-04,,1.43E-03,,5.12E-05,,3.96E-03,,5.12E-05,,2.30E-04,2.19E-02,,1.13E-03,,3.60E-04,3.50E-02,8.48E-01,,9.25E-04,,6.68E-04,,1.54E-04,,4.35E-04,,1.28E-04,,2.56E-05,,1.02E-04,<,2.57E-05,,7.68E-05,<,2.57E-05,,2.56E-05,<,3.34E-04,,3.07E-03,2.16E-01,,2.57E-05
em05818x10,RCM88,Derwent Water,Vendace,Coregonus vandesius,Floating ,05/09/2012,0.59,18.59,31.5,2.37E-02,<,7.30E-04,3.40E+02,2.81E+02,,1.40E+00,4.95E+03,1.99E+02,1.96E+03,8.09E+03,1.86E+01,4.57E+00,7.93E+00,,3.11E-03,<,6.35E-05,2.71E-01,2.06E+01,<,3.11E-03,<,6.89E-01,5.49E+00,2.45E+01,1.12E-03,,2.26E-03,,1.27E-04,,3.52E-03,,9.56E-05,,1.59E-04,2.04E-02,,7.87E-03,,9.52E-04,4.00E-02,8.32E-01,,2.41E-03,,2.44E-03,,4.13E-04,,1.40E-03,,3.50E-04,,6.37E-05,,2.55E-04,,3.19E-05,,2.23E-04,,3.19E-05,,6.37E-05,<,4.13E-04,,3.73E-03,7.55E-01,,6.35E-05
em05819x10,RCM89,Derwent Water,Vendace,Coregonus vandesius,Floating,05/09/2012,0.53,24.26,45.8,4.11E-01,<,5.02E-04,2.82E+02,2.47E+02,,7.69E-01,3.52E+03,1.14E+02,2.01E+03,4.63E+03,1.20E+01,1.89E+00,5.24E+00,,5.90E-03,<,4.37E-05,2.60E-01,1.23E+01,<,2.14E-03,<,4.73E-01,5.31E+00,1.49E+01,4.15E-04,,2.88E-03,,1.97E-04,,2.47E-03,,4.37E-05,,1.09E-04,2.86E-02,,1.33E-03,,4.15E-04,3.85E-02,6.10E-01,,1.03E-03,,1.29E-03,,1.97E-04,,6.34E-04,,8.74E-05,,4.37E-05,,8.74E-05,,2.19E-05,,2.19E-05,<,2.18E-05,,2.19E-05,<,2.84E-04,,1.51E-03,5.13E-01,,4.37E-05
em05820x10,RCM90,Derwent Water,Vendace,Coregonus vandesius,Floating,05/09/2012,0.66,25.94,39.3,1.09E-01,<,5.85E-04,2.93E+02,2.42E+02,,9.36E-01,3.99E+03,4.60E+01,1.45E+03,6.34E+03,1.54E+01,3.28E+00,6.84E+00,,3.08E-03,<,5.09E-05,2.29E-01,1.77E+01,,2.52E-03,<,5.51E-01,3.94E+00,2.28E+01,3.46E-04,,2.04E-04,,3.06E-05,,2.82E-03,,1.02E-05,,9.17E-05,1.69E-02,,7.33E-04,,5.60E-04,3.00E-02,4.30E-01,,2.42E-03,,2.95E-03,,4.83E-04,,5.09E-04,,9.17E-05,,3.06E-05,,1.22E-04,,2.04E-05,,8.15E-05,,2.04E-05,,2.04E-05,<,3.31E-04,,9.06E-04,1.06E-01,,2.29E-04
em05905x10,RCM91,Derwent Water,Vendace,Coregonus vandesius,Floating,05/09/2012,0.44,26.64,60.5,1.93E-02,<,3.80E-04,2.15E+02,1.85E+02,,1.03E+00,2.74E+03,7.98E+01,1.50E+03,3.72E+03,9.12E+00,2.13E+00,6.31E+00,,6.09E-03,<,3.30E-05,1.80E-01,1.04E+01,<,1.62E-03,<,3.58E-01,4.00E+00,1.21E+01,6.95E-04,,5.15E-03,,1.65E-04,,2.26E-03,,4.96E-05,,6.62E-05,1.41E-02,,1.39E-03,,3.96E-04,3.04E-02,1.09E+00,,1.47E-03,,2.06E-03,,2.97E-04,,8.11E-04,,1.65E-04,,4.96E-05,,1.32E-04,,3.31E-05,,1.49E-04,,3.31E-05,,3.31E-05,<,2.15E-04,,1.14E-03,4.51E-02,,1.16E-04
em05906x10,RCM92,Derwent Water,Vendace,Coregonus vandesius,Floating,05/09/2012,0.67,26.7,39.9,2.20E-02,<,5.77E-04,3.41E+02,2.63E+02,,1.13E+00,4.09E+03,1.35E+02,1.92E+03,6.12E+03,1.41E+01,2.99E+00,1.80E+01,,5.72E-03,<,5.02E-05,2.58E-01,1.43E+01,<,2.46E-03,<,5.44E-01,5.47E+00,2.23E+01,8.05E-04,,5.18E-03,,2.77E-04,,4.72E-03,,7.54E-05,,3.02E-04,1.88E-02,,2.79E-03,,8.03E-04,4.34E-02,1.13E+00,,2.01E-03,,2.41E-03,,3.76E-04,,1.21E-03,,1.76E-04,,7.54E-05,,2.26E-04,,5.03E-05,,1.26E-04,,2.51E-05,,2.51E-05,,5.85E-03,,1.23E-03,3.66E-01,,1.00E-04
em05907x10,RCM93,Derwent Water,Vendace,Coregonus vandesius,Site 4,05/09/2012,0.64,23.96,37.4,4.97E-01,,1.42E-03,2.83E+02,2.46E+02,,1.37E+01,4.43E+03,1.34E+02,1.03E+03,7.64E+03,1.62E+01,9.99E+00,5.85E+01,,1.47E-02,<,5.34E-05,3.45E-01,2.16E+01,<,2.62E-03,<,5.76E-01,2.80E+00,2.67E+01,1.19E-02,,8.02E-03,,1.01E-03,,6.14E-03,,7.99E-05,,2.93E-04,1.45E-02,,4.00E-03,,1.84E-03,2.17E-02,7.37E-01,,3.18E-02,,6.09E-02,,7.16E-03,,2.11E-02,,3.73E-03,,8.52E-04,,5.01E-03,,6.39E-04,,3.49E-03,,6.39E-04,,1.17E-03,,5.34E-04,,3.33E-03,5.56E-01,,6.94E-04
em05908x10,RCM99,Windermere North Basin,Perch,Perca fluviatillis,Rayrigg Bay,17/09/2012,17.44,325.3,18.7,6.00E-02,<,1.23E-03,7.77E+02,3.97E+02,,2.18E-01,8.69E+03,2.89E+02,2.98E+03,1.49E+04,3.30E+01,2.21E+00,8.90E+00,<,1.07E-04,<,1.07E-04,2.00E-01,1.23E+01,,1.94E-02,,1.87E+00,7.13E+00,1.64E+01,4.28E-04,,8.02E-04,,5.35E-05,,4.83E-03,,5.35E-05,,2.67E-04,1.70E-02,,2.03E-03,<,3.75E-04,3.73E-02,2.33E+00,,8.58E-04,,7.51E-04,,1.07E-04,,1.60E-04,,5.35E-05,,5.35E-05,,5.35E-05,<,5.36E-05,<,5.36E-05,,5.35E-05,<,5.36E-05,<,6.97E-04,,6.79E-03,1.42E-01,,1.61E-04
em05909x10,RCM100,Windermere South Basin,Pike,Esox lucius,Chicken Rocks,18/09/2012,127,2819.54,22.2,1.59E-01,<,1.04E-03,9.64E+02,3.48E+02,,1.92E-01,7.30E+03,1.69E+02,2.71E+03,1.20E+04,2.68E+01,2.95E+00,1.00E+01,<,9.01E-05,<,9.01E-05,2.93E-01,5.09E+01,<,4.41E-03,,8.20E-01,5.22E+00,8.02E+00,4.06E-04,,3.16E-04,,4.51E-05,,2.97E-03,,4.51E-05,,1.35E-04,2.21E-03,,1.01E-02,,4.05E-04,5.99E-02,8.51E-01,,3.15E-04,,2.70E-04,<,9.01E-05,,1.35E-04,<,4.50E-05,<,4.50E-05,<,4.50E-05,<,4.50E-05,<,4.50E-05,<,4.50E-05,<,4.50E-05,<,5.86E-04,<,4.50E-05,1.70E-02,<,4.50E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
